group,ret_sec,rt,mz,intensity,H1,H2,H3a_rep1,H3a_rep2,H3a_rep3,H3b,H4_1,H4_2,H4_3,H5_rep1,H5_rep2,N_rep1,N_rep2,N_rep3,O1a,O1b,O2,O3_rep1,O3_rep2,O3_rep3,O4,P1a,P1b,P2a,P2b_rep1,P2b_rep2,P2b_rep3,P2c,P3,P4a,P4b,P5,P6,QC_rep1,QC_rep2,QC_rep3,QC_rep4,V1a,V1b,V2,V3,V5
M134_R51_133,51.17227554,0.85,134.0065079,0,0,0,0,0,0,0,0,0,0,0,0,0,7348.632035,9140.385281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M134_R482_135,481.8813171,8.03,134.0244598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68997.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,16684.64069,0,10759.20779,0,0,0,0,0,0,0,0,0,0
M134_R133_137,133.083786,2.22,134.0247955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8708.822511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M134_R731_136,731.3655396,12.19,134.0251923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14033.12121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M134_R70_138,69.84421158,1.16,134.0463638,0,0,0,0,7337.961039,6540.108225,0,8507.943723,8591.917749,0,0,0,0,7132.354978,10611.1342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M135_R707_141,706.8292236,11.78,134.8939819,0,6305.12987,7796.779221,0,0,0,6685.099567,6065.424242,6391.497835,0,6727.761905,6714.861472,0,0,0,9550.922078,7848.073593,0,7298.012987,9607.718615,0,0,6742.545455,9565.012987,0,0,0,0,0,6690.978355,5568.614719,0,7927.164502,0,0,6917.835498,5845.805195,6188.679654,9101.277056,7732.103896,0,0,7289.904762
M135_R847_142,847.2446899,14.12,134.893986,0,6190.082251,9775.796537,0,0,0,6107.727273,6349.229437,7283.852814,0,0,7570.991342,6533.571429,5758.645022,6568.701299,8621.047619,7515.497835,7367.458874,7745.982684,8807.632035,0,0,7055.238095,0,0,0,0,0,0,6160.61039,6504.857143,0,5806.320346,0,0,7117.891775,6350.164502,0,6568.398268,6413.324675,0,0,8832.792208
M135_R1326_143,1326.300964,22.11,134.8940201,66620.69264,36294.03896,48018.23377,0,0,0,0,0,0,0,24833.25108,46999.36364,45926.55411,0,33829.77489,59015,48217.1039,44972.41558,55156.22078,27962.74459,35605.11688,32016.06494,35480.74026,45583.18182,24362.94372,28329.11688,47540.54545,39458.45887,0,37063.16017,35795.66667,34510.35065,49542.64935,29928.27273,66620.69264,23631.68398,37048.65801,18383.35498,0,32759.65801,47693.90909,37294.4026,45927.19481
M135_R1329_144,1328.592,22.14,134.9190369,0,0,6668.822511,0,0,0,0,0,7183.25974,7815.974026,0,6851.632035,7617.662338,7652.138528,6462.757576,9319.727273,5530.61039,0,0,0,0,0,0,7304.813853,0,0,6422.658009,6565.935065,0,0,0,0,0,0,0,0,0,0,6252.467532,0,0,0,0
M135_R52_146,52.07839203,0.87,135.0450134,0,0,0,0,0,0,0,7364.341991,16422.54978,9192.385281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10132.06926,0,0,0,0,0,0,0,0,6947.601732,0,0,12793.09957
M135_R247_145,247.3116302,4.12,135.0454102,13767.18615,45717.54978,14570.48485,27064.72727,33638.77922,36137.65801,14699.03896,28234.70996,25017.64069,18598.54113,0,0,0,11415.75325,13847.32035,17947.48485,39569.70563,173752.0216,37051.8355,45383.29437,46301.38961,33282.35065,17206.67965,20461.13853,12553.72727,19822.25541,15451.88312,18791.27273,7492.987013,24586.61905,20194.671,0,33015.50649,22396.35931,13767.18615,24116.00866,31605.95238,30281.87446,26449.2381,0,17641.16017,61491.25541,63914.329
M136_R250_147,249.7703094,4.16,136.0157903,0,16944.86147,0,9361.835498,12597.329,12600.61472,7806.844156,10757.4026,7728.562771,8643.285714,0,0,0,0,0,0,9612.251082,10978.82684,0,0,0,0,0,0,7792.536797,12444.89177,10241.50216,12925.12987,0,11115.06926,7954.060606,7419.5671,0,7669.961039,0,0,7629.65368,6222.463203,0,0,0,27529.53247,21381.91342
M136_R193_148,192.94104,3.22,136.0399933,0,6355.874459,0,0,7229.363636,8254.969697,0,0,0,0,0,0,0,0,0,0,0,14124.98268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15988.72727,0
M136_R484_149,483.5390778,8.06,136.0522461,0,0,0,0,5521.588745,6634.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M137_R1157_150,1157.227417,19.29,136.8912117,7204.727273,0,9648.47619,0,0,0,0,0,9095.818182,9302.593074,0,10539.20346,13270.02597,12608.29004,0,11098.5974,0,6040.774892,0,0,0,14530.39394,0,0,0,0,0,0,0,0,0,7926.766234,0,0,7204.727273,13860.8355,6532.878788,0,11191.25108,0,12022.90909,0,6281.619048
M137_R1326_151,1326.458801,22.11,136.8912811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15566.64502,0,0,0,0,0,0,15241.1039,0,0,0,0,16251.1039,0,0,23633.22511,0,0,0,0,0,0,21104.00866,0,15553.12987,0,0
M137_R167_153,166.647644,2.78,137.0235748,16925.63203,63298.90909,6036.891775,42550.18182,49534.54978,52402.05195,15488.50216,46064.78788,42216.57576,26258.65368,0,0,0,91985.00433,11731.41126,8126.718615,45059.85281,126923.8788,164437.5108,41526.36364,43371.19048,28166.59307,10545.52814,8718.277056,44291.33333,24904.26407,0,25743.11688,16379.86147,46488.20346,31292.88745,0,10182.02165,37903.24675,16925.63203,33824.87446,39774.95671,34245.53247,12331.54113,16268.82251,21483.11255,160889.1212,128352.4719
M137_R69_152,68.75639725,1.15,137.0328751,69297.06926,293817.4156,108060.1861,55286.69697,72015.03463,77583.85714,198740.2294,34312,34144.92208,18541.83117,48732.63636,20050.06494,79466.66234,155058.2121,155148.0346,108285.0649,295062.0519,134432.6147,83413.75758,96887.7316,92500.60606,50102.03896,113439.9481,89919.82251,147868.8268,84663.46753,68137.98701,87626.64502,80187.70996,201023.329,246642.3506,75542.94372,179476.1255,15330.22511,69297.06926,102647.1688,121612.0779,120514.9524,53357.7619,49902.85714,161370.0303,73397.08225,98975.06494
M137_R494_155,494.4822388,8.24,137.0595776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6582.095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M137_R51_156,51.22040176,0.85,137.1282876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9549.874459,0,0,0,0,0,0,0,0,0,0,0,0
M138_R326_157,325.6575928,5.43,138.0195236,58382.20779,142949.974,28559.64502,615655.974,680580.2944,701859.0563,166725.0606,8769.562771,5767.519481,0,7151.930736,0,0,12667.33766,15753.36364,128092.4675,432360.8918,76541.08225,79374.78788,92022.37229,84760.34199,46892.35065,181363.7056,76096.72294,40629.59307,89882.88312,65419.89177,83381.82684,37205.24675,48303.74892,29241.16017,11739.87879,27322.67532,388054.0519,58382.20779,92853.52381,106475.2684,100320.0173,63987.2987,51292.24675,98391.49784,168727.1126,87150.70563
M138_R69_158,68.84990692,1.15,138.0274065,0,6456.627706,0,0,10377.57576,10856.33766,5632.324675,0,0,0,0,0,0,0,0,8979.04329,10073.44156,7504.160173,6530.683983,6896.952381,7765.419913,0,10735.49351,0,9046.904762,0,0,0,0,13324.5671,0,0,18718.52814,10589.96104,0,7861.805195,8912.108225,8237.147186,0,0,0,10960.96537,9005.679654
M138_R69_159,68.79932022,1.15,138.0386869,0,18823.93074,12569.78788,0,0,0,12567.81385,0,0,0,0,0,0,0,0,0,18430.29004,0,0,0,0,0,0,0,0,0,0,0,0,0,15282.54978,0,10728.50216,0,0,0,0,0,0,0,9816.471861,0,0
M138_R323_160,323.4527588,5.39,138.0721283,0,0,0,12648.7619,0,15662.85281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M138_R324_161,324.3585663,5.41,138.1136932,0,0,0,0,21727.77922,24223.12554,0,0,0,0,0,0,0,0,0,0,12323.4329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9945.632035,0,0,0,0,0,0,0,0,0
M138_R323_162,323.4394531,5.39,138.2056122,0,0,0,7252.82684,9350.480519,10387.17749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M139_R325_163,324.8231201,5.41,139.0220642,0,8617.021645,0,40442.00866,46748.66667,48159.45455,9664.233766,0,0,0,0,0,0,0,0,7928.701299,26556.41558,0,0,0,0,0,10262.2684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5834.480519,9643.857143,0
M141_R658_164,657.6349792,10.96,141.0453291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10825.91342,7059.025974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M141_R168_165,168.295105,2.8,141.0916901,0,9911.229437,0,14845.48918,19761.58874,19895.58009,25699.41126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43651.87013,13205.12987
M141_R53_166,53.30108261,0.89,141.0917664,0,0,0,0,9350.168831,10729.13853,10993.54113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6161.757576
M141_R408_167,408.2972107,6.8,141.1282654,0,0,0,8003.597403,10474.79221,12774.64069,17808.37229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8644.359307,0,0,0,0,0,0,0,9414.238095,19802.78788
M143_R339_169,338.9811096,5.65,142.9897461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6863.168831,0,0,0,0
M143_R84_171,84.48031616,1.41,143.0711273,0,6787.402597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13355.84416,11830.07792,14874.93939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M143_R364_173,363.6956787,6.06,143.1070251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11172.58442,0,0,0,0,0,0,0,0,0
M143_R487_172,486.6190186,8.11,143.1075897,0,0,0,0,0,0,0,20345.89177,14848.17316,12403.98701,31019.01299,13371.58442,13237,24783.48485,34791.4329,0,6576.632035,0,0,0,0,0,0,0,0,0,0,0,0,9268.424242,0,0,11388.96104,0,0,9152.220779,11563.23377,10247.2381,0,0,0,0,0
M143_R284_174,283.7158508,4.73,143.1078644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52064.1645
M144_R306_175,305.9271698,5.1,144.0447491,19399.52814,59498.96537,11751.60606,22666.61039,30861.89177,31155.41126,31954.38095,34903.4632,19254.54978,16767.98268,33512.65368,10464.17316,50770.22078,133825.4286,184392.5455,34386.5368,73509.70996,30506.7619,14045.03463,14119.08658,16651.97403,17140.66234,21149.83983,13263.87013,21838.52381,15783.54113,11518.00866,14236.7619,9709.718615,38612.61039,31149.68831,6646.532468,35706.66667,36904.80952,19399.52814,32760.74026,39281.8961,38798.73593,5688.627706,8896.038961,13876.65801,32871.41126,19048.62771
M144_R160_176,160.1968689,2.67,144.0450273,8012.930736,30678.30736,6255,29000.69697,37200.77922,45130.4026,16702.5974,0,0,0,8620.558442,0,0,7186.207792,9746.398268,16768.51948,32307.62338,15993.93506,0,0,0,0,12206.07359,6046.419913,17395.75325,13265.17316,10342.23377,12202.71861,8293.839827,12915.06061,6816.030303,0,0,25369.36364,8012.930736,12775.48052,19437.84848,16844.45022,6982.636364,7316.359307,15175.87013,25206.29004,118745.1126
M144_R51_177,50.73629379,0.85,144.0661774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6261.714286,7929.04329,7673.588745,7744.112554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M145_R51_178,51.19559288,0.85,144.9641876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58374.26407,0,41013.14719
M145_R642_180,642.40979,10.71,145.0300903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9673.155844,0,0,0,0,0,0,0,0,0,0,0,0,0
M145_R306_181,306.0924683,5.1,145.0473022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6843.917749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M145_R52_182,51.65422249,0.86,145.0496979,31169.04329,38877.97403,31685.34199,52645.87879,28328.01732,57142.46753,88029.97835,6604.588745,6371.891775,0,12131.30303,8009.519481,0,0,0,28247.19048,75102.89177,173854.9221,76893.93939,91258.13853,94626.28139,91060.07359,34540.29004,12786.87013,41824.79654,65805.82684,36471.02597,56913.99567,28763.54978,21623.80087,10765,10090.41558,0,20923.49351,31169.04329,55064.5368,62114.10823,55600.2684,46477.40693,52340.74459,98847.29004,34270.90909,46443.62338
M145_R855_183,854.7545166,14.25,145.0499878,15273.46753,237439.3896,16876.10823,0,8248.419913,8210.961039,19837.1342,8839.65368,6121.359307,0,0,0,0,0,0,166196,107526.1255,34615.68831,49677.58874,67975.37662,70570.04329,32803.02597,42349.70563,6926.155844,22770.1342,42594.27273,35423.93939,41327.74459,41870.12554,35917.7013,12886.20346,0,13391.57143,0,15273.46753,38207.37229,41905.32035,59560.44156,15466.40693,25801.1039,32353.48052,6575.731602,23927.88312
M145_R186_184,186.1088104,3.1,145.0864361,16921.96104,33289.72727,20854.89177,34432.12554,43755.34199,112496.4848,29433.33333,10905.61039,8457.787879,0,6480.822511,0,0,0,0,0,18145.27273,21749.58442,15984.91342,19261.38961,18540.87013,9367.090909,12406.36797,9157.471861,40401.75325,22812.30303,13722.20779,35721.34199,10505.0303,25877.94372,48420.2381,15254.91342,40362.98268,129814.974,16921.96104,32906.77489,34380.11255,31437.93074,51364.39394,16386.65368,11378.24675,119864.5758,257880.9394
M146_R226_185,225.6798553,3.76,146.0249674,75277.00866,311026.5065,59263.17749,144488.6104,155416.7662,170430.4502,60581.2987,247046.1169,208766.8701,173371.3766,194258.4978,63716.67532,0,16081.13853,18125.90909,200006.2035,220451.645,155422.7706,110068.8095,138467.2208,132505.3939,127340.2294,158744.7835,81906.03463,161393.026,123450.1775,95217.37229,0,82710.81385,130324.4848,119366.9134,48367.95671,129764.5411,141116,75277.00866,114872.6104,134231.9394,143946.0043,136930.5931,203457.0173,42273.19481,313457.7706,120259.1515
M146_R859_186,859.0650024,14.32,146.0528488,0,14512.03896,0,0,0,0,0,0,0,0,0,0,0,0,0,9834.428571,6581.272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M146_R52_187,51.65930557,0.86,146.053009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9975.359307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M146_R189_188,189.2567368,3.15,146.0895538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8695.844156,0,0,0,0,0,0,0,7746.458874,17784.78788
M147_R48_189,48.14127731,0.8,146.9664154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30542.65801,0,0,0,0
M147_R226_190,225.657341,3.76,147.0268631,0,21156.16017,0,11960.62771,12316.01299,13581.27706,0,20733.76623,16556.93939,14380.2987,14433.71861,0,0,0,0,16534.11688,17412.09524,12485.41991,7510.376623,10710.76623,10964.671,10126.23377,12560.42857,0,12758.79654,9681.4329,0,9386.225108,0,10743.16883,0,0,9892.454545,11235.33333,0,8743.077922,0,10836.73593,10260.87446,17054.29437,0,24815.69264,9560.337662
M147_R290_191,289.8830872,4.83,147.0441029,0,30641.36797,0,10052.39827,13153.12554,15014.07792,0,46346.62338,41685.81385,23869.29004,0,0,0,0,0,0,12485.90476,47476.44156,6914,8343.627706,8176.147186,8069.658009,8369.636364,0,0,0,0,0,0,15290.41126,0,0,0,8848.190476,0,12910.15152,15696.02165,17247.87879,0,0,0,18508.69697,33802.35065
M147_R51_192,51.28520584,0.85,147.0653305,0,0,7350.506494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7355.91342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M148_R293_193,292.6948242,4.88,148.0484772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6088.731602,0,0,0,0,0,0,0,0,0,0,0
M149_R51_194,50.79100037,0.85,148.951889,0,0,0,0,0,0,0,0,0,0,11365.41126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M149_R847_195,847.2683105,14.12,149.02384,0,10244.29437,0,6742.186147,7327.354978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11492.52814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M149_R193_196,192.7377777,3.21,149.0238647,0,0,0,7794.017316,0,10346.15152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M149_R133_197,133.083786,2.22,149.0473175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7264.04329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M149_R328_198,327.8025513,5.46,149.0595703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6858.251082
M150_R353_199,353.2890015,5.89,150.0010376,47406.329,143843.1082,54645.12554,25166,24262.15584,29876.17749,38907.8961,11719.5671,9385.34632,0,6718.580087,0,27156.80519,58604.49784,94598.11688,53059.06926,108974.2857,180998.8095,277578.4589,306195.3117,299252.5541,199751.8701,114999.3247,31325.68398,67274.18615,108881.355,72488.62771,93611.95238,58237.92208,110791.0216,66524.80087,39402.8961,36359.54113,371143.4805,47406.329,71465.79221,87929.86147,86656.21645,66050.7013,59953.81385,81703.17316,72663.48485,88421.11688
M150_R205_200,204.9738235,3.42,150.0311432,0,0,0,0,7441.748918,7781.606061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15622.48052,19304.15584
M150_R131_201,131.1385193,2.19,150.0558929,31668.20346,0,0,0,0,0,11837.23377,0,0,0,8051.852814,13504.52814,7456.160173,11648.01732,20597.04762,9308.683983,775456.8961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31668.20346,54029.18615,70252.21212,63866.90476,0,0,0,0,0
M150_R275_202,275.1127319,4.59,150.0563049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7259.731602,0
M150_R133_204,133.083786,2.22,150.1116363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16749.56277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M150_R126_205,126.0307541,2.1,150.1542999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27492.34632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M150_R133_206,133.083786,2.22,150.249649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11059.09091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M151_R353_207,353.3859253,5.89,151.0035858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7709.095238,13572.5671,0,23093.40693,22762.12987,14746.03896,8372.636364,0,0,0,0,0,0,7994.800866,0,0,0,27938.11688,0,0,0,0,0,0,0,0,6325.770563
M151_R299_208,298.5315857,4.98,151.0383224,0,7883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23343.68398,0,0,0,0,0,0,0,0,0,0
M151_R150_209,150.1547775,2.5,151.0388826,0,14236.89177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23491.98268,43191.35931,10471.59307,12126.30736,12564.94372,10927.62338,0,0,0,0,0,0,0,7070.69697,0,0,0,7591.268398,0,0,6657.445887,6057.757576,0,0,9043.645022,11717.55411,9309.134199
M151_R847_210,846.677124,14.11,151.0392151,0,64956.84848,6633.090909,42595.74026,45074.67965,51465.64502,32815.1342,78529.58874,18291.00433,28874.92641,18044.08225,11952.60173,0,0,0,7593.142857,9009.519481,36983.34632,41751.99134,60721.09957,57982.67532,72181.85714,0,0,0,0,0,0,0,48039.97403,0,8865.363636,0,0,0,9598.878788,13538.95238,25360.83983,0,0,31288.90909,32261,11841.90909
M151_R298_211,298.4395142,4.97,151.0398865,74036.1342,92755.58874,670498.4675,66308.53247,78103.96104,8797.948052,56899.70563,9146.792208,5875.008658,7210.744589,18988.25974,7687.861472,26803.50216,68034.57576,93174.74892,6399,13935.40693,49568.21212,59329.98268,52992.12554,68299.39827,49082.8658,66080.31602,9214.376623,101269.1818,125260.2727,96894.91775,119300.3203,59840.55411,19310.2987,14549.36797,18850.35498,582167.4416,56760.32035,74036.1342,22914.74026,27011.66234,25353.8355,30679.02597,59388.67532,15153.15152,5376.458874,362961.9394
M151_R125_212,125.3876953,2.09,151.0589287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74551.65801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M151_R616_213,616.4240417,10.27,151.0761032,0,0,0,6686.714286,0,8038.952381,0,8726.709957,7758.406926,8674.831169,0,0,0,0,0,0,0,7668.207792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7135.506494,0
M151_R244_214,244.4495544,4.07,151.0865448,0,0,0,0,0,0,0,0,0,0,0,0,0,16075.61905,21919.67532,0,0,0,0,0,0,0,0,0,7492.246753,19803.98701,0,17619.59307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M151_R334_215,334.247345,5.57,151.0939026,0,0,12639.38528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9454.727273,0,0,0,0,0,0,0,0,17179.63203,0
M151_R330_216,329.8864288,5.5,151.1392059,0,0,21391.41126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18017.42424,0,0,0,0,0,0,0,0,26787.75325,8352.12987
M151_R326_217,325.5255127,5.43,151.2350464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12363.74459,0
M152_R352_218,351.6739197,5.86,151.9983673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6412.87013,0,10862,0,11543.12987,7988.268398,0,0,0,0,0,0,0,0,0,0,0,15514.5368,0,0,0,0,0,0,0,0,0
M152_R53_219,52.78458405,0.88,152.0114975,0,8455.103896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8471.354978,0,0,0,0,0,0,0,0,14805.04329,0,0,25847.65801,13272.55844
M152_R427_220,427.4509583,7.12,152.034337,16578.89177,21854.45022,0,634508.0693,701428.4372,695495.5584,30103.36797,0,0,0,0,0,0,0,0,16037.36364,50335.51082,15105.57576,0,8332.402597,8239.619048,0,8310.887446,0,9196.281385,22134,16441.81385,22686.64935,10207.02597,8318.298701,0,0,0,59836.70996,16578.89177,29453.05195,32501.00433,33056.18182,0,0,6438.619048,42430.75325,11582.18615
M152_R195_221,195.4680862,3.26,152.0357773,0,6712.272727,13858.45455,5619.025974,7138.545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116382.8268,67213.53247,113505.4502,0,0,0,0,0,0,0,0,0,0,0,0,0,6697.688312,0
M152_R332_222,331.9144592,5.53,152.0435547,0,7001.458874,56565.25108,0,6508.536797,7541.69697,0,0,0,0,0,0,0,0,0,13474.7619,30922.01299,0,0,0,0,0,0,0,7684.748918,9717.08658,7700.65368,9137.489177,0,0,15654.23377,0,48034.5368,20596.63203,0,10386.24242,11294.26407,11571.16883,0,0,0,70616.75758,0
M152_R428_224,427.8355103,7.13,152.0904694,0,0,0,11314.82251,13818.60606,14603.75758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M152_R414_225,414.3420105,6.91,152.133728,0,0,0,8072.363636,21630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M152_R428_226,427.9879608,7.13,152.2303314,0,0,0,0,8384.541126,8721.497835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M153_R347_227,346.517334,5.78,153.0058746,0,0,0,11646.34632,10693.02597,13848.02165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M153_R427_228,426.693634,7.11,153.0176544,0,11678.79221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28825.35931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M153_R52_230,52.02791405,0.87,153.0181234,0,0,0,9492.701299,8825.164502,10048.39827,0,0,0,0,0,0,0,0,0,0,0,11012.57143,0,0,0,0,0,0,0,9594.965368,8230.692641,9813.987013,0,0,0,0,0,0,0,0,0,0,5953.948052,0,0,14572.72727,7610.181818
M153_R228_229,227.7750244,3.8,153.0183105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14191.09957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M153_R246_231,246.417923,4.11,153.030812,0,7044.878788,0,6108.852814,6769.852814,7360.675325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8200.493506,6704.142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
